line,destination,direction,time
O-1,O21,0,360
O-1,O01,1,363
O-1,O21,0,365
O-1,O01,1,372
O-1,O21,0,374
O-1,O01,1,380
O-1,O21,0,383
O-1,O01,1,388
O-1,O21,0,393
O-1,O01,1,398
O-1,O21,0,402
O-1,O01,1,407
O-1,O21,0,411
O-1,O01,1,417
O-1,O21,0,420
O-1,O01,1,426
O-1,O21,0,430
O-1,O01,1,436
O-1,O21,0,439
O-1,O01,1,445
O-1,O21,0,449
O-1,O01,1,455
O-1,O21,0,458
O-1,O01,1,465
O-1,O21,0,468
O-1,O01,1,474
O-1,O21,0,477
O-1,O01,1,484
O-1,O21,0,487
O-1,O01,1,493
O-1,O21,0,496
O-1,O01,1,503
O-1,O21,0,506
O-1,O01,1,512
O-1,O21,0,516
O-1,O01,1,521
O-1,O21,0,525
O-1,O01,1,530
O-1,O21,0,535
O-1,O01,1,537
O-1,O21,0,544
O-1,O01,1,546
O-1,O21,0,554
O-1,O01,1,556
O-1,O21,0,563
O-1,O01,1,565
O-1,O21,0,573
O-1,O01,1,575
O-1,O21,0,582
O-1,O01,1,584
O-1,O21,0,592
O-1,O01,1,594
O-1,O21,0,602
O-1,O01,1,604
O-1,O21,0,611
O-1,O01,1,613
O-1,O21,0,621
O-1,O01,1,623
O-1,O21,0,630
O-1,O01,1,632
O-1,O21,0,640
O-1,O01,1,642
O-1,O21,0,650
O-1,O01,1,651
O-1,O21,0,660
O-1,O01,1,661
O-1,O21,0,669
O-1,O01,1,670
O-1,O21,0,679
O-1,O01,1,680
O-1,O21,0,688
O-1,O01,1,690
O-1,O21,0,698
O-1,O01,1,699
O-1,O21,0,707
O-1,O01,1,709
O-1,O21,0,717
O-1,O01,1,718
O-1,O21,0,727
O-1,O01,1,728
O-1,O21,0,736
O-1,O01,1,737
O-1,O21,0,746
O-1,O01,1,747
O-1,O21,0,755
O-1,O01,1,757
O-1,O21,0,765
O-1,O01,1,766
O-1,O21,0,774
O-1,O01,1,776
O-1,O21,0,784
O-1,O01,1,785
O-1,O21,0,794
O-1,O01,1,795
O-1,O21,0,803
O-1,O01,1,804
O-1,O21,0,813
O-1,O01,1,814
O-1,O21,0,822
O-1,O01,1,824
O-1,O21,0,832
O-1,O01,1,833
O-1,O21,0,841
O-1,O01,1,843
O-1,O21,0,851
O-1,O01,1,852
O-1,O21,0,860
O-1,O01,1,862
O-1,O21,0,870
O-1,O01,1,871
O-1,O21,0,880
O-1,O01,1,881
O-1,O21,0,889
O-1,O01,1,891
O-1,O21,0,899
O-1,O01,1,900
O-1,O21,0,908
O-1,O01,1,910
O-1,O21,0,918
O-1,O01,1,919
O-1,O21,0,927
O-1,O01,1,929
O-1,O21,0,937
O-1,O01,1,938
O-1,O21,0,947
O-1,O01,1,948
O-1,O21,0,956
O-1,O01,1,957
O-1,O21,0,966
O-1,O01,1,967
O-1,O21,0,975
O-1,O01,1,977
O-1,O21,0,985
O-1,O01,1,986
O-1,O21,0,994
O-1,O01,1,996
O-1,O21,0,1004
O-1,O01,1,1005
O-1,O21,0,1014
O-1,O01,1,1015
O-1,O21,0,1023
O-1,O01,1,1024
O-1,O21,0,1033
O-1,O01,1,1034
O-1,O21,0,1042
O-1,O01,1,1044
O-1,O21,0,1052
O-1,O01,1,1053
O-1,O21,0,1061
O-1,O01,1,1063
O-1,O21,0,1071
O-1,O01,1,1072
O-1,O21,0,1081
O-1,O01,1,1082
O-1,O21,0,1090
O-1,O01,1,1091
O-1,O21,0,1100
O-1,O01,1,1101
O-1,O21,0,1109
O-1,O01,1,1111
O-1,O21,0,1119
O-1,O01,1,1120
O-1,O21,0,1128
O-1,O01,1,1130
O-1,O21,0,1138
O-1,O01,1,1139
O-1,O21,0,1147
O-1,O01,1,1149
O-1,O21,0,1157
O-1,O01,1,1158
O-1,O21,0,1167
O-1,O01,1,1168
O-1,O21,0,1176
O-1,O01,1,1178
O-1,O21,0,1186
O-1,O01,1,1187
O-1,O21,0,1195
O-1,O01,1,1197
O-1,O21,0,1205
O-1,O01,1,1206
O-1,O21,0,1214
O-1,O01,1,1216
O-1,O21,0,1224
O-1,O01,1,1225
O-1,O21,0,1234
O-1,O01,1,1235
O-1,O21,0,1243
O-1,O01,1,1244
O-1,O21,0,1253
O-1,O01,1,1254
O-1,O21,0,1262
O-1,O01,1,1264
O-1,O21,0,1272
O-1,O01,1,1273
O-1,O21,0,1281
O-1,O01,1,1283
O-1,O21,0,1291
O-1,O01,1,1292
O-1,O21,0,1301
O-1,O01,1,1302
O-1,O01,1,1311
O-1,O21,0,1311
O-1,O21,0,1320
O-1,O01,1,1321
O-1,O21,0,1330
O-1,O01,1,1331
O-1,O21,0,1339
O-1,O01,1,1340
O-1,O21,0,1349
O-1,O01,1,1350
O-1,O21,0,1358
O-1,O01,1,1359
O-1,O21,0,1368
O-1,O01,1,1370
O-1,O21,0,1377
O-1,O01,1,1382
O-1,O21,0,1387
O-1,O01,1,1394
O-1,O21,0,1397
O-1,O01,1,1406
O-1,O21,0,1406
O-1,O21,0,1416
O-1,O01,1,1418
O-1,O21,0,1422
O-1,O01,1,1430
O-1,O21,0,1434
O-1,O01,1,1443
O-1,O21,0,1446
O-1,O21,0,1458
O-1,O21,0,1470
O-1,O21,0,1482
O-1,O21,0,1490
O-1,O21,0,1506
